SYMBOL,SECTOR,holidays
IVALUE-EQ,Full Market / Other,
IVC-EQ,Full Market / Other,
IVP-EQ,Full Market / Other,
IWP-EQ,Full Market / Other,
IXIGO-EQ,Full Market / Other,
IZMO-EQ,Full Market / Other,
JAGRAN-EQ,Full Market / Other,
JAGSNPHARM-EQ,Full Market / Other,
JAICORPLTD-EQ,Full Market / Other,
JAIPURKURT-EQ,Full Market / Other,
JAMNAAUTO-EQ,Full Market / Other,
JARO-EQ,Full Market / Other,
JASH-EQ,Full Market / Other,
JAYAGROGN-EQ,Full Market / Other,
JAYBARMARU-EQ,Full Market / Other,
JAYKAY-EQ,Full Market / Other,
JAYNECOIND-EQ,Full Market / Other,
JAYSREETEA-EQ,Full Market / Other,
JETFREIGHT-EQ,Full Market / Other,
JGCHEM-EQ,Full Market / Other,
JHS-EQ,Full Market / Other,
JINDALPHOT-EQ,Full Market / Other,
JINDALPOLY-EQ,Full Market / Other,
JINDRILL-EQ,Full Market / Other,
JINDWORLD-EQ,Full Market / Other,
JISLDVREQS-EQ,Full Market / Other,
JISLJALEQS-EQ,Full Market / Other,
JKIL-EQ,Full Market / Other,
JKLAKSHMI-EQ,Full Market / Other,
JKPAPER-EQ,Full Market / Other,
JLHL-EQ,Full Market / Other,
JMA-EQ,Full Market / Other,
JNKINDIA-EQ,Full Market / Other,
JOCIL-EQ,Full Market / Other,
JPOLYINVST-EQ,Full Market / Other,
JSFB-EQ,Full Market / Other,
JSLL-EQ,Full Market / Other,
JSWHL-EQ,Full Market / Other,
JTEKTINDIA-EQ,Full Market / Other,
JTLIND-EQ,Full Market / Other,
JUBLCPL-EQ,Full Market / Other,
JUNIPER-EQ,Full Market / Other,
JUSTDIAL-EQ,Full Market / Other,
JYOTHYLAB-EQ,Full Market / Other,
JYOTISTRUC-EQ,Full Market / Other,
KABRAEXTRU-EQ,Full Market / Other,
KALAMANDIR-EQ,Full Market / Other,
KALPATARU-EQ,Full Market / Other,
KALYANIFRG-EQ,Full Market / Other,
KAMAHOLD-EQ,Full Market / Other,
KAMATHOTEL-EQ,Full Market / Other,
KAMDHENU-EQ,Full Market / Other,
KAMOPAINTS-EQ,Full Market / Other,
KANANIIND-EQ,Full Market / Other,
KANPRPLA-EQ,Full Market / Other,
KANSAINER-EQ,Full Market / Other,
KAPSTON-EQ,Full Market / Other,
KARMAENG-EQ,Full Market / Other,
KAUSHALYA-EQ,Full Market / Other,
KAVDEFENCE-EQ,Full Market / Other,
KAYA-EQ,Full Market / Other,
KCP-EQ,Full Market / Other,
KCPSUGIND-EQ,Full Market / Other,
KDDL-EQ,Full Market / Other,
KEEPLEARN-EQ,Full Market / Other,
KELLTONTEC-EQ,Full Market / Other,
KENNAMET-EQ,Full Market / Other,
KERNEX-EQ,Full Market / Other,
KEYFINSERV-EQ,Full Market / Other,
KHADIM-EQ,Full Market / Other,
KHANDSE-EQ,Full Market / Other,
KICL-EQ,Full Market / Other,
KILITCH-EQ,Full Market / Other,
KINGFA-EQ,Full Market / Other,
KIOCL-EQ,Full Market / Other,
KIRANVYPAR-EQ,Full Market / Other,
KIRIINDUS-EQ,Full Market / Other,
KIRLFER-EQ,Full Market / Other,
KIRLOSBROS-EQ,Full Market / Other,
KIRLOSIND-EQ,Full Market / Other,
KIRLPNU-EQ,Full Market / Other,
KISSHT-EQ,Full Market / Other,
KITEX-EQ,Full Market / Other,
KKCL-EQ,Full Market / Other,
KLBRENG-B-EQ,Full Market / Other,
KMEW-EQ,Full Market / Other,
KMSUGAR-EQ,Full Market / Other,
KNAGRI-EQ,Full Market / Other,
KNRCON-EQ,Full Market / Other,
KOHINOOR-EQ,Full Market / Other,
KOKUYOCMLN-EQ,Full Market / Other,
KOLTEPATIL-EQ,Full Market / Other,
KOPRAN-EQ,Full Market / Other,
KOTARISUG-EQ,Full Market / Other,
KOTHARIPET-EQ,Full Market / Other,
KOTHARIPRO-EQ,Full Market / Other,
KOTIC-EQ,Full Market / Other,
KOTYARK-EQ,Full Market / Other,
KOVAI-EQ,Full Market / Other,
KPEL-EQ,Full Market / Other,
KPIGREEN-EQ,Full Market / Other,
KPL-EQ,Full Market / Other,
KRBL-EQ,Full Market / Other,
KREBSBIO-EQ,Full Market / Other,
KRIDHANINF-EQ,Full Market / Other,
KRISHANA-EQ,Full Market / Other,
KRISHIVAL-EQ,Full Market / Other,
KRISHNADEF-EQ,Full Market / Other,
KRITIKA-EQ,Full Market / Other,
KRONOX-EQ,Full Market / Other,
KROSS-EQ,Full Market / Other,
KRSNAA-EQ,Full Market / Other,
KRYSTAL-EQ,Full Market / Other,
KSB-EQ,Full Market / Other,
KSCL-EQ,Full Market / Other,
KSHINTL-EQ,Full Market / Other,
KSL-EQ,Full Market / Other,
KSOLVES-EQ,Full Market / Other,
KTKBANK-EQ,Full Market / Other,
KUANTUM-EQ,Full Market / Other,
KWIL-EQ,Full Market / Other,
LAGNAM-EQ,Full Market / Other,
LAHOTIOV-EQ,Full Market / Other,
LAL-EQ,Full Market / Other,
LAMBODHARA-EQ,Full Market / Other,
LANCORHOL-EQ,Full Market / Other,
LANDMARK-EQ,Full Market / Other,
LANDSMILL-EQ,Full Market / Other,
LAOPALA-EQ,Full Market / Other,
LASA-EQ,Full Market / Other,
LAXMICOT-EQ,Full Market / Other,
LAXMIDENTL-EQ,Full Market / Other,
LEMERITE-EQ,Full Market / Other,
LEXUS-EQ,Full Market / Other,
LFIC-EQ,Full Market / Other,
LGBBROSLTD-EQ,Full Market / Other,
LGHL-EQ,Full Market / Other,
LIBAS-EQ,Full Market / Other,
LIBERTSHOE-EQ,Full Market / Other,
LINC-EQ,Full Market / Other,
LINCOLN-EQ,Full Market / Other,
LLOYDSENGG-EQ,Full Market / Other,
LLOYDSENT-EQ,Full Market / Other,
LMW-EQ,Full Market / Other,
LORDSCHLO-EQ,Full Market / Other,
LOTUSDEV-EQ,Full Market / Other,
LOTUSEYE-EQ,Full Market / Other,
LOVABLE-EQ,Full Market / Other,
LPDC-EQ,Full Market / Other,
LUMAXIND-EQ,Full Market / Other,
LUMAXTECH-EQ,Full Market / Other,
LUXIND-EQ,Full Market / Other,
LXCHEM-EQ,Full Market / Other,
LYKALABS-EQ,Full Market / Other,
LYPSAGEMS-EQ,Full Market / Other,
MAANALU-EQ,Full Market / Other,
MACPOWER-EQ,Full Market / Other,
MADHAV-EQ,Full Market / Other,
MADHAVIPL-EQ,Full Market / Other,
MADHUCON-EQ,Full Market / Other,
MADRASFERT-EQ,Full Market / Other,
MAFATIND-EQ,Full Market / Other,
MAGADSUGAR-EQ,Full Market / Other,
MAGNUM-EQ,Full Market / Other,
MAHAPEXLTD-EQ,Full Market / Other,
MAHEPC-EQ,Full Market / Other,
MAHESHWARI-EQ,Full Market / Other,
MAHLIFE-EQ,Full Market / Other,
MAHLOG-EQ,Full Market / Other,
MAHSCOOTER-EQ,Full Market / Other,
MAHSEAMLES-EQ,Full Market / Other,
MAITHANALL-EQ,Full Market / Other,
MAJESAUT-EQ,Full Market / Other,
MALLCOM-EQ,Full Market / Other,
MALUPAPER-EQ,Full Market / Other,
MAMATA-EQ,Full Market / Other,
MANAKALUCO-EQ,Full Market / Other,
MANAKCOAT-EQ,Full Market / Other,
MANAKSIA-EQ,Full Market / Other,
MANALIPETC-EQ,Full Market / Other,
MANBA-EQ,Full Market / Other,
MANCREDIT-EQ,Full Market / Other,
MANGLMCEM-EQ,Full Market / Other,
MANINDS-EQ,Full Market / Other,
MANINFRA-EQ,Full Market / Other,
MANOMAY-EQ,Full Market / Other,
MANORAMA-EQ,Full Market / Other,
MANUGRAPH-EQ,Full Market / Other,
MANYAVAR-EQ,Full Market / Other,
MARATHON-EQ,Full Market / Other,
MARINE-EQ,Full Market / Other,
MARKOLINES-EQ,Full Market / Other,
MARKSANS-EQ,Full Market / Other,
MARSONS-EQ,Full Market / Other,
MASFIN-EQ,Full Market / Other,
MASTEK-EQ,Full Market / Other,
MASTERTR-EQ,Full Market / Other,
MATRIMONY-EQ,Full Market / Other,
MAXESTATES-EQ,Full Market / Other,
MAXIND-EQ,Full Market / Other,
MAYURUNIQ-EQ,Full Market / Other,
MAZDA-EQ,Full Market / Other,
MBAPL-EQ,Full Market / Other,
MBEL-EQ,Full Market / Other,
MBLINFRA-EQ,Full Market / Other,
MCCHRLS-B-EQ,Full Market / Other,
MCLOUD-EQ,Full Market / Other,
MEDIASSIST-EQ,Full Market / Other,
MEDICAMEQ-EQ,Full Market / Other,
MEDICO-EQ,Full Market / Other,
MEDPLUS-EQ,Full Market / Other,
MEGASTAR-EQ,Full Market / Other,
MENNPIS-EQ,Full Market / Other,
MENONBE-EQ,Full Market / Other,
MERCANTILE-EQ,Full Market / Other,
METROBRAND-EQ,Full Market / Other,
METROGLOBL-EQ,Full Market / Other,
METROPOLIS-EQ,Full Market / Other,
MFML-EQ,Full Market / Other,
MGEL-EQ,Full Market / Other,
MHLXMIRU-EQ,Full Market / Other,
MHRIL-EQ,Full Market / Other,
MICEL-EQ,Full Market / Other,
MIDHANI-EQ,Full Market / Other,
MIDWESTLTD-EQ,Full Market / Other,
MINDTECK-EQ,Full Market / Other,
MIRZAINT-EQ,Full Market / Other,
MITCON-EQ,Full Market / Other,
MITTAL-EQ,Full Market / Other,
MKPL-EQ,Full Market / Other,
MMFL-EQ,Full Market / Other,
MMP-EQ,Full Market / Other,
MOBIKWIK-EQ,Full Market / Other,
MODIRUBBER-EQ,Full Market / Other,
MODIS-EQ,Full Market / Other,
MODISONLTD-EQ,Full Market / Other,
MODTHREAD-EQ,Full Market / Other,
MOHITIND-EQ,Full Market / Other,
MOIL-EQ,Full Market / Other,
MOKSH-EQ,Full Market / Other,
MOL-EQ,Full Market / Other,
MOLDTECH-EQ,Full Market / Other,
MOLDTKPAC-EQ,Full Market / Other,
MONARCH-EQ,Full Market / Other,
MONEYBOXX-EQ,Full Market / Other,
MONTECARLO-EQ,Full Market / Other,
MOREPENLAB-EQ,Full Market / Other,
MOSCHIP-EQ,Full Market / Other,
MOTISONS-EQ,Full Market / Other,
MOTOGENFIN-EQ,Full Market / Other,
MPSLTD-EQ,Full Market / Other,
MSPL-EQ,Full Market / Other,
MSTCLTD-EQ,Full Market / Other,
MTARTECH-EQ,Full Market / Other,
MTNL-EQ,Full Market / Other,
MUFIN-EQ,Full Market / Other,
MUFTI-EQ,Full Market / Other,
MUKANDLTD-EQ,Full Market / Other,
MUKKA-EQ,Full Market / Other,
MUKTAARTS-EQ,Full Market / Other,
MUNJALAU-EQ,Full Market / Other,
MUNJALSHOW-EQ,Full Market / Other,
MURUDCERA-EQ,Full Market / Other,
MUTHOOTCAP-EQ,Full Market / Other,
MUTHOOTMF-EQ,Full Market / Other,
MVGJL-EQ,Full Market / Other,
MWL-EQ,Full Market / Other,
NACLIND-EQ,Full Market / Other,
NAGREEKEXP-EQ,Full Market / Other,
NAHARCAP-EQ,Full Market / Other,
NAHARINDUS-EQ,Full Market / Other,
NAHARPOLY-EQ,Full Market / Other,
NARMADA-EQ,Full Market / Other,
NATCAPSUQ-EQ,Full Market / Other,
NATHBIOGEN-EQ,Full Market / Other,
NATIONSTD-EQ,Full Market / Other,
NAVKARCORP-EQ,Full Market / Other,
NAVKARURB-EQ,Full Market / Other,
NAVNETEDUL-EQ,Full Market / Other,
NAZARA-EQ,Full Market / Other,
NBIFIN-EQ,Full Market / Other,
NCLIND-EQ,Full Market / Other,
NDGL-EQ,Full Market / Other,
NDL-EQ,Full Market / Other,
NDLVENTURE-EQ,Full Market / Other,
NDRAUTO-EQ,Full Market / Other,
NDTV-EQ,Full Market / Other,
NEAGI-EQ,Full Market / Other,
NECCLTD-EQ,Full Market / Other,
NELCAST-EQ,Full Market / Other,
NELCO-EQ,Full Market / Other,
NEOGEN-EQ,Full Market / Other,
NEPHROPLUS-EQ,Full Market / Other,
NESCO-EQ,Full Market / Other,
NETWORK18-EQ,Full Market / Other,
NEXTMEDIA-EQ,Full Market / Other,
NFL-EQ,Full Market / Other,
NGLFINE-EQ,Full Market / Other,
NIBE-EQ,Full Market / Other,
NIBL-EQ,Full Market / Other,
NIITLTD-EQ,Full Market / Other,
NIITMTS-EQ,Full Market / Other,
NILAINFRA-EQ,Full Market / Other,
NILASPACES-EQ,Full Market / Other,
NILE-EQ,Full Market / Other,
NILKAMAL-EQ,Full Market / Other,
NIPPOBATRY-EQ,Full Market / Other,
NIRAJISPAT-EQ,Full Market / Other,
NIRLON-EQ,Full Market / Other,
NITCO-EQ,Full Market / Other,
NITINSPIN-EQ,Full Market / Other,
NITIRAJ-EQ,Full Market / Other,
NITTAGELA-EQ,Full Market / Other,
NKIND-EQ,Full Market / Other,
NOCIL-EQ,Full Market / Other,
NORBTEAEXP-EQ,Full Market / Other,
NORTHARC-EQ,Full Market / Other,
NOVAAGRI-EQ,Full Market / Other,
NOVARTIND-EQ,Full Market / Other,
NPST-EQ,Full Market / Other,
NRAIL-EQ,Full Market / Other,
NRBBEARING-EQ,Full Market / Other,
NRL-EQ,Full Market / Other,
NSIL-EQ,Full Market / Other,
NUCLEUS-EQ,Full Market / Other,
NURECA-EQ,Full Market / Other,
OAL-EQ,Full Market / Other,
OBCL-EQ,Full Market / Other,
OCCLLTD-EQ,Full Market / Other,
ODIGMA-EQ,Full Market / Other,
OMAXE-EQ,Full Market / Other,
OMFREIGHT-EQ,Full Market / Other,
OMINFRAL-EQ,Full Market / Other,
OMNI-EQ,Full Market / Other,
OMPOWER-EQ,Full Market / Other,
ONEPOINT-EQ,Full Market / Other,
ONMOBILE-EQ,Full Market / Other,
ONWARDTEC-EQ,Full Market / Other,
OPTIEMUS-EQ,Full Market / Other,
ORBTEXP-EQ,Full Market / Other,
ORCHASP-EQ,Full Market / Other,
ORCHPHARMA-EQ,Full Market / Other,
ORICONENT-EQ,Full Market / Other,
ORIENTALTL-EQ,Full Market / Other,
ORIENTBELL-EQ,Full Market / Other,
ORIENTCEM-EQ,Full Market / Other,
ORIENTCER-EQ,Full Market / Other,
ORIENTELEC-EQ,Full Market / Other,
ORIENTHOT-EQ,Full Market / Other,
ORIENTLTD-EQ,Full Market / Other,
ORIENTPPR-EQ,Full Market / Other,
ORIENTTECH-EQ,Full Market / Other,
ORISSAMINE-EQ,Full Market / Other,
ORKLAINDIA-EQ,Full Market / Other,
ORTINGLOBE-EQ,Full Market / Other,
OSWALGREEN-EQ,Full Market / Other,
OSWALPUMPS-EQ,Full Market / Other,
OSWALSEEDS-EQ,Full Market / Other,
PACEDIGITK-EQ,Full Market / Other,
PAISALO-EQ,Full Market / Other,
PAKKA-EQ,Full Market / Other,
PALASHSECU-EQ,Full Market / Other,
PANACEABIO-EQ,Full Market / Other,
PANACHE-EQ,Full Market / Other,
PANAMAPET-EQ,Full Market / Other,
PANSARI-EQ,Full Market / Other,
PAR-EQ,Full Market / Other,
PARACABLES-EQ,Full Market / Other,
PARAGMILK-EQ,Full Market / Other,
PARAS-EQ,Full Market / Other,
PARASPETRO-EQ,Full Market / Other,
PARKHOSPS-EQ,Full Market / Other,
PARKHOTELS-EQ,Full Market / Other,
PASHUPATI-EQ,Full Market / Other,
PASUPTAC-EQ,Full Market / Other,
PATELENG-EQ,Full Market / Other,
PATELRMART-EQ,Full Market / Other,
PATINTLOG-EQ,Full Market / Other,
PAUSHAKLTD-EQ,Full Market / Other,
PCJEWELLER-EQ,Full Market / Other,
PDMJEPAPER-EQ,Full Market / Other,
PDSL-EQ,Full Market / Other,
PENIND-EQ,Full Market / Other,
PFS-EQ,Full Market / Other,
PGHH-EQ,Full Market / Other,
PGHL-EQ,Full Market / Other,
PGIL-EQ,Full Market / Other,
PICCADIL-EQ,Full Market / Other,
PIGL-EQ,Full Market / Other,
PILANIINVS-EQ,Full Market / Other,
PIONEEREMB-EQ,Full Market / Other,
PIONRINV-EQ,Full Market / Other,
PITTIENG-EQ,Full Market / Other,
PIXTRANS-EQ,Full Market / Other,
PKTEA-EQ,Full Market / Other,
PLASTIBLEN-EQ,Full Market / Other,
PLATIND-EQ,Full Market / Other,
PML-EQ,Full Market / Other,
PNBGILTS-EQ,Full Market / Other,
PNC-EQ,Full Market / Other,
PNCINFRA-EQ,Full Market / Other,
PNGJL-EQ,Full Market / Other,
PNGSREVA-EQ,Full Market / Other,
POCL-EQ,Full Market / Other,
PODDARMENT-EQ,Full Market / Other,
POKARNA-EQ,Full Market / Other,
POLYPLEX-EQ,Full Market / Other,
PONNIERODE-EQ,Full Market / Other,
POWERICA-EQ,Full Market / Other,
POWERMECH-EQ,Full Market / Other,
PPAP-EQ,Full Market / Other,
PPL-EQ,Full Market / Other,
PRABHA-EQ,Full Market / Other,
PRADPME-EQ,Full Market / Other,
PRAENG-EQ,Full Market / Other,
PRAJIND-EQ,Full Market / Other,
PRAKASH-EQ,Full Market / Other,
PRAKASHSTL-EQ,Full Market / Other,
PRAVEG-EQ,Full Market / Other,
PRECAM-EQ,Full Market / Other,
PRECOT-EQ,Full Market / Other,
PRECWIRE-EQ,Full Market / Other,
PREMCO-EQ,Full Market / Other,
PREMEXPLN-EQ,Full Market / Other,
PRICOLLTD-EQ,Full Market / Other,
PRIMESECU-EQ,Full Market / Other,
PRIMO-EQ,Full Market / Other,
PRINCEPIPE-EQ,Full Market / Other,
PRITI-EQ,Full Market / Other,
PRITIKAUTO-EQ,Full Market / Other,
PRIVISCL-EQ,Full Market / Other,
PROSTARM-EQ,Full Market / Other,
PROTEAN-EQ,Full Market / Other,
PROZONER-EQ,Full Market / Other,
PRSMJOHNSN-EQ,Full Market / Other,
PRUDENT-EQ,Full Market / Other,
PRUDMOULI-EQ,Full Market / Other,
PSB-EQ,Full Market / Other,
PSPPROJECT-EQ,Full Market / Other,
PTC-EQ,Full Market / Other,
PTL-EQ,Full Market / Other,
PUNJABCHEM-EQ,Full Market / Other,
PURVA-EQ,Full Market / Other,
PVP-EQ,Full Market / Other,
PVSL-EQ,Full Market / Other,
PYRAMID-EQ,Full Market / Other,
QUADFUTURE-EQ,Full Market / Other,
QUESS-EQ,Full Market / Other,
QUICKHEAL-EQ,Full Market / Other,
QUINT-EQ,Full Market / Other,
RACLGEAR-EQ,Full Market / Other,
RADAAN-EQ,Full Market / Other,
RADHIKAJWE-EQ,Full Market / Other,
RADIANTCMS-EQ,Full Market / Other,
RADIOCITY-EQ,Full Market / Other,
RAIN-EQ,Full Market / Other,
RAJMET-EQ,Full Market / Other,
RAJOOENG-EQ,Full Market / Other,
RAJPALAYAM-EQ,Full Market / Other,
RAJRATAN-EQ,Full Market / Other,
RAJSREESUG-EQ,Full Market / Other,
RAJTV-EQ,Full Market / Other,
RALLIS-EQ,Full Market / Other,
RAMANEWS-EQ,Full Market / Other,
RAMAPHO-EQ,Full Market / Other,
RAMASTEEL-EQ,Full Market / Other,
RAMCOIND-EQ,Full Market / Other,
RAMCOSYS-EQ,Full Market / Other,
RAMKY-EQ,Full Market / Other,
RAMRAT-EQ,Full Market / Other,
RANASUG-EQ,Full Market / Other,
RANEHOLDIN-EQ,Full Market / Other,
RATEGAIN-EQ,Full Market / Other,
RATNAMANI-EQ,Full Market / Other,
RATNAVEER-EQ,Full Market / Other,
RAYMOND-EQ,Full Market / Other,
RAYMONDLSL-EQ,Full Market / Other,
RAYMONDREL-EQ,Full Market / Other,
RBA-EQ,Full Market / Other,
RBZJEWEL-EQ,Full Market / Other,
RCF-EQ,Full Market / Other,
REDTAPE-EQ,Full Market / Other,
REFEX-EQ,Full Market / Other,
REGENCERAM-EQ,Full Market / Other,
RELAXO-EQ,Full Market / Other,
RELCHEMQ-EQ,Full Market / Other,
RELIABLE-EQ,Full Market / Other,
RELIGARE-EQ,Full Market / Other,
RELTD-EQ,Full Market / Other,
REMSONSIND-EQ,Full Market / Other,
RENUKA-EQ,Full Market / Other,
REPCOHOME-EQ,Full Market / Other,
REPL-EQ,Full Market / Other,
REPRO-EQ,Full Market / Other,
RESPONIND-EQ,Full Market / Other,
RETAIL-EQ,Full Market / Other,
RGL-EQ,Full Market / Other,
RHETAN-EQ,Full Market / Other,
RHL-EQ,Full Market / Other,
RICOAUTO-EQ,Full Market / Other,
RIIL-EQ,Full Market / Other,
RISHABH-EQ,Full Market / Other,
RITCO-EQ,Full Market / Other,
RKDL-EQ,Full Market / Other,
RKEC-EQ,Full Market / Other,
RKSWAMY-EQ,Full Market / Other,
RMDRIP-EQ,Full Market / Other,
RML-EQ,Full Market / Other,
RNBDENIMS-EQ,Full Market / Other,
ROHLTD-EQ,Full Market / Other,
ROLEXRINGS-EQ,Full Market / Other,
ROML-EQ,Full Market / Other,
ROSSARI-EQ,Full Market / Other,
ROSSELLIND-EQ,Full Market / Other,
ROSSTECH-EQ,Full Market / Other,
ROTO-EQ,Full Market / Other,
ROUTE-EQ,Full Market / Other,
RPEL-EQ,Full Market / Other,
RPGLIFE-EQ,Full Market / Other,
RPPINFRA-EQ,Full Market / Other,
RPPL-EQ,Full Market / Other,
RPSGVENT-EQ,Full Market / Other,
RPTECH-EQ,Full Market / Other,
RRIL-EQ,Full Market / Other,
RSDFIN-EQ,Full Market / Other,
RSL-EQ,Full Market / Other,
RSWM-EQ,Full Market / Other,
RSYSTEMS-EQ,Full Market / Other,
RTNINDIA-EQ,Full Market / Other,
RTNPOWER-EQ,Full Market / Other,
RUBFILA-EQ,Full Market / Other,
RUBICON-EQ,Full Market / Other,
RUBYMILLS-EQ,Full Market / Other,
RUCHINFRA-EQ,Full Market / Other,
RUCHIRA-EQ,Full Market / Other,
RUPA-EQ,Full Market / Other,
RUSHIL-EQ,Full Market / Other,
RUSTOMJEE-EQ,Full Market / Other,
RVHL-EQ,Full Market / Other,
RVTH-EQ,Full Market / Other,
SAATVIKGL-EQ,Full Market / Other,
SADBHIN-EQ,Full Market / Other,
SAFARI-EQ,Full Market / Other,
SAGARDEEP-EQ,Full Market / Other,
SAGCEM-EQ,Full Market / Other,
SAHLIBHFI-EQ,Full Market / Other,
SAHYADRI-EQ,Full Market / Other,
SAIPARENT-EQ,Full Market / Other,
SAKAR-EQ,Full Market / Other,
SAKHTISUG-EQ,Full Market / Other,
SAKSOFT-EQ,Full Market / Other,
SALASAR-EQ,Full Market / Other,
SALONA-EQ,Full Market / Other,
SALZERELEC-EQ,Full Market / Other,
SAMBHAAV-EQ,Full Market / Other,
SAMBHV-EQ,Full Market / Other,
SAMHI-EQ,Full Market / Other,
SAMPANN-EQ,Full Market / Other,
SANATHAN-EQ,Full Market / Other,
SANDESH-EQ,Full Market / Other,
SANDHAR-EQ,Full Market / Other,
SANDUMA-EQ,Full Market / Other,
SANGAMIND-EQ,Full Market / Other,
SANGHVIMOV-EQ,Full Market / Other,
SANOFI-EQ,Full Market / Other,
SANOFICONR-EQ,Full Market / Other,
SANSERA-EQ,Full Market / Other,
SANSTAR-EQ,Full Market / Other,
SAPPL-EQ,Full Market / Other,
SARLAPOLY-EQ,Full Market / Other,
SASKEN-EQ,Full Market / Other,
SATIA-EQ,Full Market / Other,
SATIN-EQ,Full Market / Other,
SAURASHCEM-EQ,Full Market / Other,
SAYAJIHOTL-EQ,Full Market / Other,
SBC-EQ,Full Market / Other,
SBCL-EQ,Full Market / Other,
SBGLP-EQ,Full Market / Other,
SCANSTL-EQ,Full Market / Other,
SCHAND-EQ,Full Market / Other,
SCILAL-EQ,Full Market / Other,
SCODATUBES-EQ,Full Market / Other,
SDBL-EQ,Full Market / Other,
SEAMECLTD-EQ,Full Market / Other,
SECMARK-EQ,Full Market / Other,
SECURKLOUD-EQ,Full Market / Other,
SEDEMAC-EQ,Full Market / Other,
SEIL-EQ,Full Market / Other,
SELMC-EQ,Full Market / Other,
SENCO-EQ,Full Market / Other,
SENORES-EQ,Full Market / Other,
SEPC-EQ,Full Market / Other,
SERVOTECH-EQ,Full Market / Other,
SESHAPAPER-EQ,Full Market / Other,
SETL-EQ,Full Market / Other,
SFL-EQ,Full Market / Other,
SGFIN-EQ,Full Market / Other,
SGIL-EQ,Full Market / Other,
SGL-EQ,Full Market / Other,
SGMART-EQ,Full Market / Other,
SHADOWFAX-EQ,Full Market / Other,
SHAH-EQ,Full Market / Other,
SHAHALLOYS-EQ,Full Market / Other,
SHAILY-EQ,Full Market / Other,
SHAKTIPUMP-EQ,Full Market / Other,
SHALBY-EQ,Full Market / Other,
SHALPAINTS-EQ,Full Market / Other,
SHANTI-EQ,Full Market / Other,
SHANTIGEAR-EQ,Full Market / Other,
SHANTIGOLD-EQ,Full Market / Other,
SHARDACROP-EQ,Full Market / Other,
SHARDAMOTR-EQ,Full Market / Other,
SHARDUL-EQ,Full Market / Other,
SHAREINDIA-EQ,Full Market / Other,
SHBAJRG-EQ,Full Market / Other,
SHEMAROO-EQ,Full Market / Other,
SHILCTECH-EQ,Full Market / Other,
SHILPAMED-EQ,Full Market / Other,
SHINDL-EQ,Full Market / Other,
SHIVALIK-EQ,Full Market / Other,
SHIVATEX-EQ,Full Market / Other,
SHIVAUM-EQ,Full Market / Other,
SHK-EQ,Full Market / Other,
SHOPERSTOP-EQ,Full Market / Other,
SHRADHA-EQ,Full Market / Other,
SHREDIGCEM-EQ,Full Market / Other,
SHREEJISPG-EQ,Full Market / Other,
SHREEPUSHK-EQ,Full Market / Other,
SHREERAMA-EQ,Full Market / Other,
SHREYANIND-EQ,Full Market / Other,
SHRIKRISH-EQ,Full Market / Other,
SHRINGARMS-EQ,Full Market / Other,
SHRIPISTON-EQ,Full Market / Other,
SHRIRAMPPS-EQ,Full Market / Other,
SHYAMCENT-EQ,Full Market / Other,
SICAGEN-EQ,Full Market / Other,
SIGIND-EQ,Full Market / Other,
SIGMA-EQ,Full Market / Other,
SIGMAADV-EQ,Full Market / Other,
SIGNPOST-EQ,Full Market / Other,
SIKA-EQ,Full Market / Other,
SIKKO-EQ,Full Market / Other,
SIL-EQ,Full Market / Other,
SILGO-EQ,Full Market / Other,
SILINV-EQ,Full Market / Other,
SILLYMONKS-EQ,Full Market / Other,
SILVERTUC-EQ,Full Market / Other,
SIMPLEXINF-EQ,Full Market / Other,
SINCLAIR-EQ,Full Market / Other,
SINDHUTRAD-EQ,Full Market / Other,
SINGERIND-EQ,Full Market / Other,
SINTERCOM-EQ,Full Market / Other,
SIRCA-EQ,Full Market / Other,
SIS-EQ,Full Market / Other,
SIYSIL-EQ,Full Market / Other,
SJS-EQ,Full Market / Other,
SKFINDIA-EQ,Full Market / Other,
SKFINDUS-EQ,Full Market / Other,
SKIPPER-EQ,Full Market / Other,
SKMEGGPROD-EQ,Full Market / Other,
SKYGOLD-EQ,Full Market / Other,
SMARTWORKS-EQ,Full Market / Other,
SMCGLOBAL-EQ,Full Market / Other,
SMLMAH-EQ,Full Market / Other,
SMLT-EQ,Full Market / Other,
SMSPHARMA-EQ,Full Market / Other,
SNOWMAN-EQ,Full Market / Other,
SOLARA-EQ,Full Market / Other,
SOLARWORLD-EQ,Full Market / Other,
SOLEX-EQ,Full Market / Other,
SOMANYCERA-EQ,Full Market / Other,
SOMATEX-EQ,Full Market / Other,
SOMICONVEY-EQ,Full Market / Other,
SONAL-EQ,Full Market / Other,
SONAMLTD-EQ,Full Market / Other,
SOTL-EQ,Full Market / Other,
SOUTHBANK-EQ,Full Market / Other,
SOUTHWEST-EQ,Full Market / Other,
SPAL-EQ,Full Market / Other,
SPANDANA-EQ,Full Market / Other,
SPARC-EQ,Full Market / Other,
SPCENET-EQ,Full Market / Other,
SPECIALITY-EQ,Full Market / Other,
SPECTRUM-EQ,Full Market / Other,
SPENCERS-EQ,Full Market / Other,
SPIC-EQ,Full Market / Other,
SPLIL-EQ,Full Market / Other,
SPMLINFRA-EQ,Full Market / Other,
SPORTKING-EQ,Full Market / Other,
SRD-EQ,Full Market / Other,
SREEL-EQ,Full Market / Other,
