date,symb,clos,stge,wrsi,ws30,volu,DlPer,rvol,vspk,ascr,arnk,chan,g200,zone,rsi,delt,bbup,vtrd,bbbw,bbsq,g050,g020,adx,open,bbdn,shgh,slw,high,low,eqb,s020,s050,s100,s200,h52h,l52l,vrnk,rrnk,tren,tstr,vola,mpat,pcon,psta,pend,ppnt,xpat,patt,obv,sect
2024-08-29,TATAMTRDVR,768.65,Unknown,74.93,,11092778,80.79,1.92,False,852.65,1.0,3.06,False,Near Premium,62.27,4.43,False,Increasing,0.1132,False,True,True,13.74,745.8,False,793.0,603.05,774.45,740.6,698.02,738.75,709.57,,,804.3,560.35,9.0,81.0,Sideways,Weak,35.23,Insufficient Data,0,,,,,Insufficient Data,49123846,NO DATA
2024-10-09,IDFC,107.97,Unknown,38.3,,65270372,68.91,5.41,True,704.72,2.0,-1.88,False,Discount,41.64,13.28,False,Increasing,0.0468,False,False,False,22.76,110.04,False,123.73,104.87,110.63,107.36,114.3,110.38,110.27,,,124.5,104.5,1.0,14.0,Sideways,Moderate,20.24,Rounding Top,75,13-08-2024,09-10-2024,Start:13-08-2024@106.28 ; Q1:28-08-2024@111.95 ; Mid:11-09-2024@108.08 ; Q3:25-09-2024@109.87 ; End:09-10-2024@107.97,,Rounding Top(75),-111204265,NO DATA
2025-08-26,KSB,840.3,Stage 2 (Uptrend),56.12,768.12,7958826,7.57,17.62,True,668.78,3.0,4.19,True,Equilibrium,55.73,12.29,False,Increasing,0.1014,False,True,True,19.07,806.5,False,1005.33,599.1,912.0,790.25,802.21,820.19,833.43,805.29,768.58,958.0,582.25,13.0,1.0,Sideways,Moderate,26.06,Double Top,82,06-06-2025,11-07-2025,P1:06-06-2025@862.65 ; P2:11-07-2025@879.75,Rounding Top(75),Double Top(82) | Rounding Top(75),18891301,"Machinery, Equipment & Components"
2025-08-26,APOLLO,243.3,Stage 2 (Uptrend),77.21,155.05,21913532,19.94,1.64,False,533.16,4.0,-3.25,True,Premium,77.48,4.59,False,Increasing,0.482,False,True,True,36.0,251.48,False,250.74,91.22,253.2,241.01,170.98,193.21,190.11,167.39,140.46,255.0,87.99,7.0,99.0,Uptrend,Strong,63.57,Flag Pattern (Bull Flag),84,17-12-2024,28-01-2025,PoleS:17-12-2024@96.61 ; PoleE:08-01-2025@133.55 ; Consol:28-01-2025@118.93,Rounding Bottom(79),Flag Pattern (Bull Flag)(84) | Rounding Bottom(79),654222711,Aerospace & Defense
2025-08-26,EDELWEISS,107.92,Stage 1/3 (Neutral),54.35,97.62,46648297,29.02,4.93,True,503.43,5.0,3.77,True,Near Premium,60.76,25.84,True,Increasing,0.1551,False,True,True,31.57,104.0,False,142.05,60.52,111.0,102.6,101.29,98.54,106.84,99.33,104.32,145.53,73.5,2.0,18.0,Downtrend,Strong,46.31,Rounding Top,78,13-05-2025,26-08-2025,Start:13-05-2025@86.44 ; Q1:06-06-2025@105.6 ; Mid:03-07-2025@115.85 ; Q3:30-07-2025@103.95 ; End:26-08-2025@107.92,,Rounding Top(78),500413471,Investment Banking & Investment Services
2025-03-21,ISEC,896.2,Stage 2 (Uptrend),62.36,845.35,5383172,78.34,7.03,True,482.44,6.0,1.38,True,Premium,77.62,2.85,False,Increasing,0.1484,False,True,True,28.05,884.0,False,898.15,687.25,899.1,878.4,792.7,828.27,827.65,844.02,822.48,922.45,672.05,20.0,12.0,Uptrend,Strong,21.69,Double Bottom,82,24-01-2025,07-03-2025,P1:24-01-2025@804.2 ; P2:07-03-2025@796.0,Falling Wedge(81) | Rounding Bottom(75) | Descending Channel(73),Double Bottom(82) | Falling Wedge(81) | Rounding Bottom(75) | Descending Channel(73),26312827,NO DATA
2025-08-26,IZMO,700.05,Stage 2 (Uptrend),78.23,348.47,3169096,12.84,5.43,True,221.85,7.0,8.7,True,Premium,86.47,1.53,False,Increasing,0.8935,False,True,True,39.72,644.0,False,700.05,241.75,710.9,616.3,470.9,430.31,406.57,353.23,388.45,710.9,229.7,28.0,13.0,Uptrend,Strong,119.75,Symmetrical Triangle,78,09-05-2025,01-08-2025,H1:16-05-2025@327.8 ; H2:18-07-2025@421.9 ; L1:09-05-2025@275.6 ; L2:01-08-2025@360.75,,Symmetrical Triangle(78),15970762,Software & IT Services
2025-08-26,SHK,240.65,Stage 2 (Uptrend),54.22,212.19,7934311,15.58,9.89,True,190.94,8.0,7.43,True,Equilibrium,54.9,28.43,False,Increasing,0.2421,False,True,True,23.27,224.0,False,327.3,162.91,252.1,224.0,245.1,235.89,239.07,226.69,227.26,336.25,156.61,14.0,6.0,Sideways,Moderate,40.58,Flag Pattern (Bear Flag),80,17-12-2024,28-01-2025,PoleS:17-12-2024@271.55 ; PoleE:08-01-2025@227.72 ; Consol:28-01-2025@201.32,Broadening Formation(72),Flag Pattern (Bear Flag)(80) | Broadening Formation(72),51051966,Chemicals
2025-08-26,FORCEMOT,19952.0,Stage 2 (Uptrend),80.22,12079.17,72783,32.64,0.71,False,145.22,9.0,-1.23,True,Near Premium,58.62,9.27,False,Decreasing,0.3046,False,True,True,53.29,20200.0,False,21897.0,6209.5,20294.0,19559.0,14053.25,18947.3,17004.94,13729.42,10341.77,21990.0,6125.0,388.0,390.0,Uptrend,Strong,54.69,No Clear Pattern,0,,,,,No Clear Pattern,5630229,Automobiles & Auto Parts
2024-10-15,TV18BRDCST,45.27,Unknown,51.76,,31095065,39.47,3.3,True,140.77,10.0,6.02,False,Equilibrium,52.03,16.61,False,Increasing,0.1857,False,False,True,17.11,42.7,False,51.59,40.59,45.95,42.7,46.09,44.25,46.46,,,54.29,38.65,4.0,36.0,Sideways,Moderate,48.48,Rounding Top,75,22-07-2024,15-10-2024,Start:22-07-2024@41.22 ; Q1:12-08-2024@46.3 ; Mid:03-09-2024@49.53 ; Q3:24-09-2024@45.13 ; End:15-10-2024@45.27,,Rounding Top(75),196467336,NO DATA
2024-07-05,IBREALEST,150.35,Unknown,,,9300816,33.11,0.51,False,139.84,11.0,0.78,False,Near Premium,57.05,8.52,False,Decreasing,0.2352,False,False,True,13.47,149.19,False,160.35,116.8,153.0,148.6,138.57,145.49,,,,164.36,109.0,12.0,554.0,Sideways,Weak,56.85,Insufficient Data,0,,,,,Insufficient Data,220120105,NO DATA
2024-12-20,HBLPOWER,652.65,Unknown,59.25,587.84,2102883,36.32,0.49,False,137.24,12.0,-3.58,False,Near Premium,53.9,11.76,False,Decreasing,0.2339,False,True,True,36.62,676.9,False,704.9,439.95,682.9,648.0,572.42,650.74,599.79,610.67,,739.65,411.25,40.0,575.0,Uptrend,Strong,42.51,Cup and Handle,79,03-10-2024,05-12-2024,RimL:03-10-2024@640.65 ; Btm:13-11-2024@518.6 ; RimR:04-12-2024@642.0 ; Hdl:05-12-2024@633.15,Symmetrical Triangle(74) | Rounding Bottom(71),Cup and Handle(79) | Symmetrical Triangle(74) | Rounding Bottom(71),103562352,NO DATA
2025-08-26,JKPAPER,378.3,Stage 1/3 (Neutral),53.83,342.74,3484097,15.19,2.2,True,131.8,13.0,-6.36,True,Near Discount,55.15,27.72,False,Increasing,0.1506,False,True,True,21.48,404.0,False,633.75,285.05,404.0,375.0,459.4,357.81,370.13,356.3,368.26,523.35,275.75,27.0,63.0,Sideways,Moderate,73.31,Double Bottom,82,20-06-2025,01-08-2025,P1:20-06-2025@354.85 ; P2:01-08-2025@349.55,Rounding Top(75) | Ascending Channel(73) | Broadening Formation(72),Double Bottom(82) | Rounding Top(75) | Ascending Channel(73) | Broadening Formation(72),102127066,Paper & Forest Products
2025-05-16,SUVENPHAR,1079.2,Stage 4 (Downtrend),45.57,1172.0,1177218,85.55,4.81,True,127.05,14.0,1.81,False,Near Premium,43.71,20.65,False,Increasing,0.1875,False,False,False,17.78,1060.0,False,1334.2,610.5,1090.0,1051.0,972.35,1128.06,1136.97,1122.49,1147.62,1360.0,598.0,74.0,20.0,Sideways,Moderate,33.04,Diamond Top,76,06-09-2024,18-04-2025,H1:20-09-2024@1215.3 ; H2:29-11-2024@1305.8 ; H3:18-04-2025@1168.1 ; L1:06-09-2024@1200.15 ; L2:15-11-2024@1274.7 ; L3:04-04-2025@1088.0,Broadening Formation(72),Diamond Top(76) | Broadening Formation(72),32606625,NO DATA
2025-08-26,LUMAXTECH,1136.8,Stage 2 (Uptrend),69.25,789.04,1008563,64.64,4.48,True,114.65,15.0,-0.27,True,Near Premium,55.28,9.35,False,Increasing,0.213,False,True,True,18.79,1139.9,False,1196.6,453.95,1205.0,1088.2,825.28,1097.35,1112.97,892.04,724.19,1254.0,449.0,88.0,21.0,Sideways,Moderate,65.6,Broadening Formation,72,07-02-2025,08-08-2025,H1:07-02-2025@561.15 ; H2:04-07-2025@1152.0 ; L1:28-02-2025@500.15 ; L2:08-08-2025@992.0,,Broadening Formation(72),18561883,Automobiles & Auto Parts
2025-08-26,PRICOLLTD,454.15,Stage 1/3 (Neutral),52.2,440.79,2513855,23.11,4.12,True,114.17,16.0,-0.96,False,Near Discount,57.77,24.16,False,Increasing,0.0952,False,True,True,20.12,458.55,False,576.05,397.85,475.0,445.8,486.95,436.88,443.33,442.07,464.29,598.8,367.85,34.0,26.0,Sideways,Moderate,28.32,Triple Top,74,18-04-2025,04-07-2025,P1:18-04-2025@445.8 ; P2:30-05-2025@449.75 ; P3:04-07-2025@458.75,Rectangle Pattern(74) | Broadening Formation(72),Triple Top(74) | Rectangle Pattern(74) | Broadening Formation(72),12554304,Automobiles & Auto Parts
2025-08-26,LUMAXIND,4067.4,Stage 2 (Uptrend),69.39,2927.86,272554,12.07,7.67,True,110.86,17.0,7.25,True,Premium,64.41,1.99,False,Increasing,0.2611,False,True,True,32.05,3792.4,False,4067.4,2078.75,4125.0,3767.4,3073.08,3685.04,3621.44,3147.52,2749.82,4149.9,1960.0,191.0,11.0,Uptrend,Strong,65.36,Broadening Formation,72,10-01-2025,15-08-2025,H1:10-01-2025@2448.55 ; H2:18-07-2025@3900.9 ; L1:14-03-2025@2171.3 ; L2:15-08-2025@3295.3,,Broadening Formation(72),1117778,Automobiles & Auto Parts
2025-08-26,GUJAPOLLO,511.55,Stage 2 (Uptrend),69.24,371.02,1970488,11.44,12.21,True,100.8,18.0,5.04,True,Premium,64.98,7.99,False,Increasing,0.1818,False,True,True,32.52,487.0,False,511.55,220.8,556.0,465.0,366.18,471.1,428.42,390.38,357.39,556.0,246.55,44.0,4.0,Uptrend,Strong,56.41,Inverse Head and Shoulders,92,20-12-2024,09-05-2025,LS:20-12-2024@328.55 ; H:14-03-2025@258.85 ; RS:09-05-2025@325.75,Symmetrical Triangle(78),Inverse Head and Shoulders(92) | Symmetrical Triangle(78),7776243,Metals & Mining
2024-09-02,TCNSBRANDS,583.95,Unknown,67.78,,1640199,69.9,1.77,False,95.78,19.0,0.74,False,Near Premium,58.47,5.65,False,Increasing,0.0617,True,True,True,8.54,579.65,False,608.15,449.4,589.0,562.45,528.78,569.1,560.8,,,618.9,423.6,54.0,88.0,Sideways,Weak,27.01,Insufficient Data,0,,,,,Insufficient Data,-7189877,NO DATA
2025-08-26,RELIGARE,237.7,Stage 1/3 (Neutral),47.31,237.38,3978682,51.22,3.3,True,94.57,20.0,-3.18,False,Near Discount,37.56,25.72,False,Increasing,0.1136,False,False,False,18.26,245.5,True,309.45,205.05,247.7,232.8,257.25,255.02,249.03,236.09,246.59,320.0,202.52,25.0,36.0,Sideways,Moderate,35.79,Broadening Formation,75,21-02-2025,25-07-2025,H1:21-02-2025@263.89 ; H2:25-07-2025@275.32 ; L1:28-02-2025@224.76 ; L2:27-06-2025@221.37,,Broadening Formation(75),106490020,Insurance
2025-08-26,SUMMITSEC,2340.8,Stage 1/3 (Neutral),59.51,1957.65,395022,10.77,13.54,True,92.47,21.0,7.87,True,Equilibrium,79.87,36.3,False,Increasing,0.1972,False,True,True,21.78,2170.0,False,3565.75,1257.7,2448.7,2150.0,2411.72,2025.26,2050.7,2037.54,2255.51,3675.0,1380.0,156.0,3.0,Sideways,Moderate,40.25,Symmetrical Triangle,78,20-06-2025,15-08-2025,H1:27-06-2025@2104.6 ; H2:25-07-2025@2078.6 ; L1:20-06-2025@2018.1 ; L2:15-08-2025@1923.7,,Symmetrical Triangle(78),1848757,Banking Services
2024-07-25,IBULHSGFIN,164.4,Unknown,,,4986459,40.23,0.72,False,81.98,22.0,-0.36,False,Equilibrium,44.09,10.31,False,Decreasing,0.0469,False,False,False,6.41,165.0,False,178.61,145.4,168.74,164.01,162.0,167.82,,,,183.3,131.65,21.0,380.0,Sideways,Weak,22.35,Insufficient Data,0,,,,,Insufficient Data,57972643,NO DATA
2025-08-26,PRIVISCL,2403.6,Stage 2 (Uptrend),63.62,2079.71,318753,65.47,1.78,False,76.62,23.0,0.11,True,Near Premium,47.5,9.64,False,Increasing,0.1227,False,False,False,12.06,2400.9,False,2568.3,1074.5,2462.7,2370.0,1821.4,2445.08,2416.94,2269.9,1997.01,2660.0,1368.15,177.0,85.0,Sideways,Weak,51.11,Triple Top,94,13-06-2025,25-07-2025,P1:13-06-2025@2404.5 ; P2:04-07-2025@2469.7 ; P3:25-07-2025@2479.7,Double Bottom(86),Triple Top(94) | Double Bottom(86),2396593,Chemicals
2025-08-26,GOKEX,688.85,Stage 4 (Downtrend),35.87,867.55,1046567,49.45,1.49,False,72.09,24.0,-3.12,False,Discount,31.67,45.42,False,Increasing,0.3338,False,False,False,37.01,711.0,False,1249.9,688.85,713.1,685.25,969.38,759.12,849.96,881.29,923.36,1262.15,679.0,82.0,117.0,Downtrend,Strong,51.61,Symmetrical Triangle,74,11-04-2025,18-07-2025,H1:16-05-2025@1014.75 ; H2:18-07-2025@935.7 ; L1:11-04-2025@783.45 ; L2:20-06-2025@867.6,,Symmetrical Triangle(74),19815803,Textiles & Apparel
2025-08-26,CSBBANK,389.55,Stage 2 (Uptrend),54.11,357.48,1788433,58.75,2.53,True,69.67,25.0,0.91,True,Near Premium,41.54,12.58,False,Increasing,0.1835,False,False,False,26.45,386.05,False,435.2,274.65,400.7,384.5,354.92,410.58,409.53,382.95,343.09,445.6,272.75,51.0,54.0,Uptrend,Strong,40.7,Broadening Formation,72,27-12-2024,15-08-2025,H1:27-12-2024@326.45 ; H2:08-08-2025@432.0 ; L1:10-01-2025@308.35 ; L2:15-08-2025@376.5,,Broadening Formation(72),17363936,Banking Services
2024-12-10,GMRINFRA,85.13,Unknown,46.95,,7434198,44.45,0.39,False,63.29,26.0,-1.24,False,Equilibrium,58.61,17.95,False,Decreasing,0.1466,False,True,True,20.48,86.2,False,101.73,76.01,86.4,84.51,88.87,81.18,83.61,89.45,,103.75,70.65,16.0,663.0,Sideways,Moderate,29.18,Falling Wedge,77,12-07-2024,15-11-2024,UL1:12-07-2024@97.74 ; UL2:09-08-2024@99.48 ; UL3:13-09-2024@96.03 ; UL4:08-11-2024@80.29 ; LL1:19-07-2024@91.94 ; LL2:06-09-2024@91.03 ; LL3:25-10-2024@78.82 ; LL4:15-11-2024@76.81,Flag Pattern (Bull Flag)(76) | Descending Channel(69),Falling Wedge(77) | Flag Pattern (Bull Flag)(76) | Descending Channel(69),1035100314,NO DATA
2025-08-26,NAM-INDIA,825.7,Stage 2 (Uptrend),61.88,685.84,699149,60.09,0.95,False,57.73,27.0,-1.14,True,Near Premium,50.31,7.01,False,Decreasing,0.1114,False,True,True,20.0,835.25,False,869.4,513.3,842.5,813.1,691.35,823.09,811.92,744.72,692.88,887.9,498.05,109.0,251.0,Sideways,Moderate,26.21,Long-term Cup and Handle,83,10-12-2024,19-06-2025,RimL:10-12-2024@805.9 ; Btm:28-02-2025@513.3 ; RimR:09-06-2025@806.45 ; Hdl:19-06-2025@734.75,Ascending Channel(73) | Broadening Formation(68),Long-term Cup and Handle(83) | Ascending Channel(73) | Broadening Formation(68),44483032,Investment Banking & Investment Services
2025-08-26,SMLISUZU,4467.4,Stage 2 (Uptrend),80.74,2222.15,125518,38.48,0.91,False,56.07,28.0,-5.65,True,Near Premium,66.81,5.81,False,Decreasing,0.4274,False,True,True,44.8,4735.0,False,4696.8,1055.8,4742.0,4462.0,2876.3,3917.9,3208.5,2464.65,1942.35,4743.0,1028.4,302.0,272.0,Uptrend,Strong,61.27,Flag Pattern (Bear Flag),84,17-12-2024,28-01-2025,PoleS:17-12-2024@1530.8 ; PoleE:08-01-2025@1389.05 ; Consol:28-01-2025@1338.5,,Flag Pattern (Bear Flag)(84),8474417,NO DATA
2025-08-26,PCJEWELLER,13.04,Stage 4 (Downtrend),47.01,13.4,42163183,45.09,0.72,False,54.98,29.0,-4.89,False,Near Premium,38.51,33.64,False,Decreasing,0.2344,False,False,False,15.25,13.71,False,19.54,4.86,13.75,12.95,12.2,13.91,14.5,13.6,14.23,19.65,10.25,3.0,380.0,Sideways,Moderate,40.97,Broadening Formation,68,21-03-2025,15-08-2025,H1:21-03-2025@14.3 ; H2:11-07-2025@17.35 ; L1:28-03-2025@13.06 ; L2:15-08-2025@12.94,Rounding Top(59),Broadening Formation(68) | Rounding Top(59),990748331,Textiles & Apparel
2025-08-26,INDIAGLYCO,816.2,Stage 2 (Uptrend),53.52,735.25,642656,57.85,3.02,True,52.45,30.0,-0.84,True,Near Premium,43.16,19.07,False,Increasing,0.1207,False,False,False,21.71,823.1,False,996.13,334.83,842.8,810.5,665.48,836.63,886.28,819.2,700.82,1008.49,475.02,116.0,44.0,Sideways,Moderate,57.63,Rounding Top,83,13-05-2025,26-08-2025,Start:13-05-2025@774.76 ; Q1:06-06-2025@874.67 ; Mid:03-07-2025@981.18 ; Q3:30-07-2025@814.58 ; End:26-08-2025@816.2,Diamond Bottom(80) | Broadening Formation(72),Rounding Top(83) | Diamond Bottom(80) | Broadening Formation(72),19420226,Chemicals
2025-08-26,JISLJALEQS,47.36,Stage 4 (Downtrend),38.02,55.83,10982820,73.94,1.99,False,52.01,31.0,-1.74,False,Discount,40.31,43.21,False,Increasing,0.1658,False,False,False,30.87,48.2,False,81.84,46.0,48.2,47.0,63.92,49.38,53.61,55.06,61.27,83.4,45.1,10.0,75.0,Downtrend,Strong,64.97,No Clear Pattern,0,,,,,No Clear Pattern,236392569,"Machinery, Equipment & Components"
2025-08-26,GOLDIAM,350.35,Stage 4 (Downtrend),47.89,367.64,1470447,48.53,1.45,False,51.52,32.0,-2.4,False,Equilibrium,47.28,38.43,False,Decreasing,0.1202,False,True,False,10.49,358.95,False,542.55,149.1,358.95,348.55,345.82,353.42,349.46,356.99,382.97,569.0,242.65,57.0,122.0,Sideways,Weak,33.16,Flag Pattern (Bull Flag),84,17-12-2024,28-01-2025,PoleS:17-12-2024@433.6 ; PoleE:08-01-2025@478.95 ; Consol:28-01-2025@428.85,Rounding Bottom(79) | Symmetrical Triangle(74) | Double Top(66) | Long-term Rounding Top(59),Flag Pattern (Bull Flag)(84) | Rounding Bottom(79) | Symmetrical Triangle(74) | Double Top(66) | Long-term Rounding Top(59),70034213,Textiles & Apparel
2025-08-26,TDPOWERSYS,498.9,Stage 2 (Uptrend),55.67,442.83,1019353,58.02,1.11,False,50.86,33.0,-4.2,True,Near Premium,47.81,9.74,False,Increasing,0.088,False,False,False,12.32,520.75,False,540.15,293.25,522.75,495.6,416.7,506.75,502.18,478.19,438.5,552.75,293.0,85.0,192.0,Sideways,Weak,46.8,Rounding Bottom,75,17-06-2025,26-08-2025,Start:17-06-2025@518.85 ; Q1:03-07-2025@493.7 ; Mid:22-07-2025@489.6 ; Q3:07-08-2025@508.0 ; End:26-08-2025@498.9,,Rounding Bottom(75),45724393,"Machinery, Equipment & Components"
2025-08-26,RELINFRA,267.05,Stage 4 (Downtrend),44.01,293.48,1901769,,0.96,False,50.79,34.0,0.39,False,Near Discount,36.5,36.93,False,Increasing,0.3219,False,False,False,45.47,266.0,False,417.4,149.95,287.0,265.0,283.67,287.94,344.42,317.85,292.35,423.4,195.0,46.0,247.0,Downtrend,Strong,62.53,Broadening Formation,68,28-03-2025,15-08-2025,H1:28-03-2025@258.64 ; H2:18-07-2025@390.3 ; L1:11-04-2025@250.15 ; L2:15-08-2025@259.8,,Broadening Formation(68),389705886,Electrical Utilities & IPPs
2025-08-26,VIMTALABS,631.25,Stage 2 (Uptrend),59.59,530.43,727637,21.4,0.16,False,45.93,35.0,-2.43,True,Near Premium,51.29,13.34,False,Decreasing,0.1757,False,True,False,25.23,647.0,False,712.2,226.9,654.0,627.1,469.55,659.92,554.28,530.79,502.38,728.45,254.87,104.0,823.0,Uptrend,Strong,86.35,Broadening Formation,68,28-02-2025,01-08-2025,H1:25-04-2025@558.51 ; H2:01-08-2025@688.4 ; L1:28-02-2025@443.79 ; L2:27-06-2025@438.2,,Broadening Formation(68),86187258,Professional & Commercial Services
2025-08-26,FIEMIND,2041.2,Stage 2 (Uptrend),65.77,1650.48,222824,16.53,3.21,True,45.48,36.0,2.57,True,Premium,59.02,5.38,False,Increasing,0.191,False,True,True,26.79,1990.0,False,2092.0,1161.0,2075.0,1972.1,1626.5,1935.94,1936.72,1758.33,1611.54,2157.2,1255.1,211.0,40.0,Uptrend,Strong,43.72,Double Bottom,86,27-06-2025,08-08-2025,P1:27-06-2025@1833.9 ; P2:08-08-2025@1807.2,Diamond Bottom(80) | Ascending Channel(77) | Broadening Formation(72),Double Bottom(86) | Diamond Bottom(80) | Ascending Channel(77) | Broadening Formation(72),8085511,Automobiles & Auto Parts
2025-08-26,SFL,720.7,Stage 1/3 (Neutral),51.6,695.08,622007,24.77,5.34,True,44.83,37.0,0.95,False,Near Discount,66.54,31.93,True,Increasing,0.0997,False,True,True,23.66,713.95,False,1044.45,623.4,743.0,696.2,833.92,684.82,694.82,677.06,763.74,1058.7,618.75,119.0,15.0,Sideways,Moderate,26.81,Cup and Handle,94,24-03-2025,25-07-2025,RimL:24-03-2025@763.45 ; Btm:03-06-2025@623.4 ; RimR:25-06-2025@758.95 ; Hdl:25-07-2025@660.95,Rounding Bottom(86) | Symmetrical Triangle(81),Cup and Handle(94) | Rounding Bottom(86) | Symmetrical Triangle(81),7126545,Household Goods
2025-08-26,KIOCL,411.5,Stage 2 (Uptrend),64.99,288.5,1072046,14.2,0.19,False,44.11,38.0,-3.17,True,Near Premium,62.56,14.77,False,Decreasing,0.4156,False,True,True,37.55,424.95,False,444.25,220.42,427.0,406.3,332.34,369.85,328.17,298.88,312.99,482.8,209.84,80.0,807.0,Uptrend,Strong,105.88,Broadening Formation,68,07-03-2025,15-08-2025,H1:07-03-2025@258.95 ; H2:01-08-2025@362.05 ; L1:09-05-2025@235.55 ; L2:15-08-2025@328.7,,Broadening Formation(68),141078353,Metals & Mining
2025-08-26,KOLTEPATIL,460.3,Stage 2 (Uptrend),62.42,376.78,898938,27.86,4.08,True,41.38,39.0,3.92,True,Near Premium,68.95,7.49,False,Increasing,0.1288,False,True,True,29.88,442.95,False,492.4,249.9,468.3,436.0,371.15,414.61,442.12,408.61,368.54,497.55,239.0,93.0,27.0,Downtrend,Strong,38.5,Broadening Formation,72,14-03-2025,08-08-2025,H1:14-03-2025@346.65 ; H2:04-07-2025@481.55 ; L1:28-03-2025@323.8 ; L2:08-08-2025@403.85,,Broadening Formation(72),23588981,Real Estate Operations
2025-08-26,BBL,2981.9,Stage 1/3 (Neutral),47.63,2933.78,135555,42.1,3.34,True,40.42,40.0,2.35,False,Near Discount,56.43,45.49,False,Increasing,0.0973,True,False,True,26.53,2913.3,False,5502.4,2483.15,3058.8,2845.0,3992.77,2862.03,2987.68,2995.04,3170.58,5470.0,2350.0,285.0,35.0,Downtrend,Strong,28.56,Falling Wedge,89,03-01-2025,18-07-2025,UL1:03-01-2025@3815.2 ; UL2:28-03-2025@2882.85 ; UL3:16-05-2025@3457.0 ; LL1:18-07-2025@3349.6 ; LL2:24-01-2025@3093.35 ; LL3:14-03-2025@2483.15 ; LL4:20-06-2025@2817.0,Rounding Top(63),Falling Wedge(89) | Rounding Top(63),-648601,"Machinery, Equipment & Components"
2025-08-26,SHREERAMA,52.2,Stage 2 (Uptrend),68.36,39.09,7710395,15.47,9.78,True,40.25,41.0,1.16,True,Premium,76.98,10.0,False,Increasing,0.2659,False,True,True,19.65,51.6,False,53.34,23.0,58.0,51.06,38.17,43.59,42.68,40.29,40.55,58.0,25.3,15.0,7.0,Sideways,Moderate,76.17,Double Bottom,86,04-07-2025,01-08-2025,P1:04-07-2025@41.06 ; P2:01-08-2025@40.73,Rounding Bottom(79),Double Bottom(86) | Rounding Bottom(79),21386479,Containers & Packaging
2025-08-26,WABAG,1522.2,Stage 2 (Uptrend),51.19,1462.86,263541,46.9,1.1,False,40.12,42.0,-2.73,True,Near Premium,44.18,21.7,False,Decreasing,0.0949,True,False,False,19.54,1565.0,False,1905.9,903.5,1571.8,1512.2,1404.7,1565.22,1526.4,1490.14,1514.77,1944.0,1114.0,198.0,197.0,Sideways,Moderate,27.63,Head and Shoulders,84,21-02-2025,18-04-2025,LS:21-02-2025@1434.1 ; H:21-03-2025@1513.25 ; RS:18-04-2025@1433.5,Double Top(78) | Diamond Top(72) | Ascending Channel(69),Head and Shoulders(84) | Double Top(78) | Diamond Top(72) | Ascending Channel(69),29736971,Water Utilities
2025-08-26,BORORENEW,549.95,Stage 2 (Uptrend),50.13,538.59,714221,29.32,2.01,True,39.28,43.0,-2.16,True,Equilibrium,37.34,16.66,False,Increasing,0.1397,False,False,False,24.22,562.1,False,649.4,411.55,564.75,542.0,530.48,587.57,566.51,546.38,534.82,659.9,402.8,107.0,74.0,Sideways,Moderate,21.05,Broadening Formation,72,28-03-2025,25-07-2025,H1:18-04-2025@521.05 ; H2:25-07-2025@625.0 ; L1:28-03-2025@478.45 ; L2:04-07-2025@497.1,,Broadening Formation(72),81939222,Renewable Energy
2025-08-26,GABRIEL,1120.5,Stage 2 (Uptrend),72.87,709.32,347039,43.01,0.64,False,38.89,44.0,-1.45,True,Near Premium,58.62,7.01,False,Decreasing,0.2573,False,True,True,41.51,1137.0,False,1200.0,357.25,1147.4,1111.1,778.62,1080.08,958.41,778.26,629.01,1205.0,387.0,171.0,431.0,Uptrend,Strong,46.86,Diamond Bottom,76,20-12-2024,25-07-2025,H1:20-12-2024@489.1 ; H2:21-03-2025@589.15 ; H3:11-07-2025@1083.2 ; L1:24-01-2025@424.35 ; L2:11-04-2025@532.0 ; L3:25-07-2025@992.8,Broadening Formation(68),Diamond Bottom(76) | Broadening Formation(68),60483774,Automobiles & Auto Parts
2025-08-26,BFUTILITIE,833.65,Stage 1/3 (Neutral),56.56,745.29,459183,20.05,1.83,False,38.28,45.0,0.8,True,Equilibrium,65.28,26.17,False,Decreasing,0.2178,False,True,True,34.34,827.0,False,1112.2,586.2,869.0,812.0,849.2,750.23,778.03,764.93,800.37,1129.1,573.0,141.0,84.0,Uptrend,Strong,57.19,No Clear Pattern,0,,,,,No Clear Pattern,26730339,Construction & Engineering
2025-08-26,ASTRAMICRO,1000.25,Stage 2 (Uptrend),56.99,883.63,370764,51.02,1.06,False,37.09,46.0,-3.64,True,Near Premium,50.33,16.36,False,Decreasing,0.1041,False,False,True,21.72,1038.0,False,1178.6,605.15,1038.0,994.25,891.88,985.36,1015.9,978.46,852.55,1195.9,584.2,166.0,213.0,Sideways,Moderate,36.5,No Clear Pattern,0,,,,,No Clear Pattern,40848105,Electronic Equipment & Parts
